num,dat,guy
2218,2011.06.25,Rob DenBleyker
2219,2011.06.26,Rob DenBleyker
2220,2011.06.27,Dave McElfatrick
2221,2011.06.28,Kris Wilson
2222,2011.06.29,Dave McElfatrick
2223,2011.06.30,Rob DenBleyker
2224,2011.07.01,Kris Wilson
2225,2011.07.02,Matt Melvin
2226,2011.07.03,Dave McElfatrick
2227,2011.07.04,Rob DenBleyker
2228,2011.07.05,Kris Wilson
2229,2011.07.06,Dave McElfatrick
2230,2011.07.07,Rob DenBleyker
2231,2011.07.08,Kris Wilson
2232,2011.07.09,Matt Melvin
2233,2011.07.10,Dave McElfatrick
2234,2011.07.11,Rob DenBleyker
2235,2011.07.12,Kris Wilson
2236,2011.07.13,Dave McElfatrick
2237,2011.07.14,Rob DenBleyker
2238,2011.07.15,Kris Wilson
2239,2011.07.16,Rob DenBleyker
2240,2011.07.17,Dave McElfatrick
2241,2011.07.18,Matt Melvin
2242,2011.07.19,Kris Wilson
2243,2011.07.20,Dave McElfatrick
2244,2011.07.21,Rob DenBleyker
2245,2011.07.22,Kris Wilson
2246,2011.07.23,Dave McElfatrick
2247,2011.07.24,Rob DenBleyker
2248,2011.07.25,Matt Melvin
2249,2011.07.26,Kris Wilson
2250,2011.07.27,Dave McElfatrick
2251,2011.07.28,Kris Wilson
2252,2011.07.29,Rob DenBleyker
2253,2011.07.30,Dave McElfatrick
2254,2011.07.31,Matt Melvin
2255,2011.08.01,Rob DenBleyker
2256,2011.08.02,Kris Wilson
2257,2011.08.03,Dave McElfatrick
2258,2011.08.04,Rob DenBleyker
2259,2011.08.05,Kris Wilson
2260,2011.08.06,Dave McElfatrick
2261,2011.08.07,Matt Melvin
2262,2011.08.08,Rob DenBleyker
2263,2011.08.09,Kris Wilson
2264,2011.08.10,Dave McElfatrick
2265,2011.08.11,Rob DenBleyker
2266,2011.08.12,Kris Wilson
2267,2011.08.13,Dave McElfatrick
2268,2011.08.14,Matt Melvin
2269,2011.08.15,Kris Wilson
2270,2011.08.16,Rob DenBleyker
2271,2011.08.17,Dave McElfatrick
2272,2011.08.18,Kris Wilson
2273,2011.08.19,Rob DenBleyker
2274,2011.08.22,Kris Wilson
2275,2011.08.20,Dave McElfatrick
2276,2011.08.21,Matt Melvin
2277,2011.08.23,Rob DenBleyker
2278,2011.08.24,Dave McElfatrick
2279,2011.08.25,Kris Wilson
2280,2011.08.26,Rob DenBleyker
2281,2011.08.27,Dave McElfatrick
2282,2011.08.28,Matt Melvin
2283,2011.08.29,Kris Wilson
2284,2011.08.30,Rob DenBleyker
2285,2011.08.31,Dave McElfatrick
2286,2011.09.01,Kris Wilson
2287,2011.09.02,Rob DenBleyker
2288,2011.09.03,Dave McElfatrick
2289,2011.09.04,Matt Melvin
2290,2011.09.05,Kris Wilson
2291,2011.09.06,Rob DenBleyker
2292,2011.09.07,Dave McElfatrick
2293,2011.09.08,Kris Wilson
2294,2011.09.09,Rob DenBleyker
2295,2011.09.10,Dave McElfatrick
2296,2011.09.11,Matt Melvin
2297,2011.09.12,Kris Wilson
2298,2011.09.13,Rob DenBleyker
2299,2011.09.14,Dave McElfatrick
2300,2011.09.15,Kris Wilson
2301,2011.09.16,Rob DenBleyker
2302,2011.09.17,Dave McElfatrick
2303,2011.09.18,Matt Melvin
2304,2011.09.19,Kris Wilson
2305,2011.09.20,Rob DenBleyker
2306,2011.09.21,Matt Melvin
2307,2011.09.22,Dave McElfatrick
2308,2011.09.23,Kris Wilson
2309,2011.09.24,Rob DenBleyker
2310,2011.09.25,Dave McElfatrick
2311,2011.09.26,Kris Wilson
2312,2011.09.27,Rob DenBleyker
2313,2011.09.28,Matt Melvin
2314,2011.09.29,Dave McElfatrick
2315,2011.09.30,Kris Wilson
2316,2011.10.01,Rob DenBleyker
2317,2011.10.02,Rob DenBleyker
2318,2011.10.03,Kris Wilson
2319,2011.10.04,Matt Melvin
2320,2011.10.05,Rob DenBleyker
2321,2011.10.06,Kris Wilson
2322,2011.10.07,Matt Melvin
2323,2011.10.08,Rob DenBleyker
2324,2011.10.09,Rob DenBleyker
2325,2011.10.10,Dave McElfatrick
2326,2011.10.11,Kris Wilson
2327,2011.10.12,Rob DenBleyker
2328,2011.10.13,Dave McElfatrick
2329,2011.10.14,Matt Melvin
2330,2011.10.15,Rob DenBleyker
2331,2011.10.16,Kris Wilson
2332,2011.10.17,Dave McElfatrick
2333,2011.10.18,Kris Wilson
2334,2011.10.19,Rob DenBleyker
2335,2011.10.20,Dave McElfatrick
2336,2011.10.21,Matt Melvin
2337,2011.10.23,Rob DenBleyker
2338,2011.10.22,Kris Wilson
2339,2011.10.24,Dave McElfatrick
2340,2011.10.25,Kris Wilson
2341,2011.10.26,Rob DenBleyker
2342,2011.10.27,Dave McElfatrick
2343,2011.10.28,Matt Melvin
2344,2011.10.29,Kris Wilson
2345,2011.10.30,Rob DenBleyker
2346,2011.10.31,Dave McElfatrick
2347,2011.11.01,Kris Wilson
2348,2011.11.02,Matt Melvin
2349,2011.11.03,Rob DenBleyker
2350,2011.11.04,Dave McElfatrick
2351,2011.11.05,Dave McElfatrick
2352,2011.11.06,Kris Wilson
2353,2011.11.07,Rob DenBleyker
2354,2011.11.08,Dave McElfatrick
2355,2011.11.09,Matt Melvin
2356,2011.11.10,Kris Wilson
2357,2011.11.11,Rob DenBleyker
2358,2011.11.12,Dave McElfatrick
2359,2011.11.13,Kris Wilson
2360,2011.11.14,Rob DenBleyker
2361,2011.11.15,Dave McElfatrick
2362,2011.11.16,Matt Melvin
2363,2011.11.17,Kris Wilson
2364,2011.11.18,Rob DenBleyker
2365,2011.11.19,Dave McElfatrick
2366,2011.11.20,Kris Wilson
2367,2011.11.21,Rob DenBleyker
2368,2011.11.22,Dave McElfatrick
2369,2011.11.23,Matt Melvin
2370,2011.11.24,Kris Wilson
2371,2011.11.25,Rob DenBleyker
2372,2011.11.26,Dave McElfatrick
2373,2011.11.27,Rob DenBleyker
2374,2011.11.28,Kris Wilson
2375,2011.11.29,Dave McElfatrick
2376,2011.11.30,Matt Melvin
2377,2011.12.01,Rob DenBleyker
2378,2011.12.02,Kris Wilson
2379,2011.12.03,Dave McElfatrick
2380,2011.12.04,Rob DenBleyker
2381,2011.12.05,Kris Wilson
2382,2011.12.06,Kris Wilson
2383,2011.12.07,Matt Melvin
2384,2011.12.08,Dave McElfatrick
2385,2011.12.09,Rob DenBleyker
2386,2011.12.10,Kris Wilson
2387,2011.12.11,Dave McElfatrick
2388,2011.12.12,Matt Melvin
2389,2011.12.13,Rob DenBleyker
2390,2011.12.14,Kris Wilson
2391,2011.12.15,Dave McElfatrick
2392,2011.12.16,Rob DenBleyker
2393,2011.12.17,Rob DenBleyker
2394,2011.12.18,Kris Wilson
2395,2011.12.19,Matt Melvin
2396,2011.12.20,Dave McElfatrick
2397,2011.12.21,Kris Wilson
2398,2011.12.22,Rob DenBleyker
2399,2011.12.23,Dave McElfatrick
2400,2011.12.24,Kris Wilson
2401,2011.12.25,Rob DenBleyker
2402,2011.12.26,Matt Melvin
2403,2011.12.27,Matt Melvin
2404,2011.12.28,Dave McElfatrick
2405,2011.12.29,Rob DenBleyker
2406,2011.12.30,Kris Wilson
2407,2011.12.31,Dave McElfatrick
2408,2012.01.01,Rob DenBleyker
2409,2012.01.02,Kris Wilson
2410,2012.01.04,Dave McElfatrick
2411,2012.01.03,Matt Melvin
2412,2012.01.05,Rob DenBleyker
2413,2012.01.06,Kris Wilson
2414,2012.01.07,Dave McElfatrick
2415,2012.01.08,Rob DenBleyker
2416,2012.01.09,Kris Wilson
2417,2012.01.10,Matt Melvin
2418,2012.01.11,Dave McElfatrick
2419,2012.01.12,Rob DenBleyker
2420,2012.01.13,Kris Wilson
2421,2012.01.14,Dave McElfatrick
2422,2012.01.15,Rob DenBleyker
2423,2012.01.16,Kris Wilson
2424,2012.01.17,Matt Melvin
2425,2012.01.18,Rob DenBleyker
2426,2012.01.19,Dave McElfatrick
2427,2012.01.20,Rob DenBleyker
2428,2012.01.21,Kris Wilson
2429,2012.01.22,Dave McElfatrick
2430,2012.01.23,Rob DenBleyker
2431,2012.01.24,Matt Melvin
2432,2012.01.25,Kris Wilson
2433,2012.01.26,Dave McElfatrick
2434,2012.01.27,Kris Wilson
2435,2012.01.28,Rob DenBleyker
2436,2012.01.29,Dave McElfatrick
2437,2012.01.30,Kris Wilson
2438,2012.01.31,Matt Melvin
2439,2012.02.01,Rob DenBleyker
2440,2012.02.02,Dave McElfatrick
2441,2012.02.03,Kris Wilson
2442,2012.02.04,Rob DenBleyker
2443,2012.02.05,Dave McElfatrick
2444,2012.02.06,Kris Wilson
2445,2012.02.07,Matt Melvin
2446,2012.02.08,Rob DenBleyker
2447,2012.02.09,Dave McElfatrick
2448,2012.02.10,Kris Wilson
2449,2012.02.11,Rob DenBleyker
2450,2012.02.12,Rob DenBleyker
2451,2012.02.14,Matt Melvin
2452,2012.02.13,Dave McElfatrick
2453,2012.02.15,Kris Wilson
2454,2012.02.16,Rob DenBleyker
2455,2012.02.17,Dave McElfatrick
2456,2012.02.18,Matt Melvin
2457,2012.02.19,NA
2458,2012.02.20,NA
2459,2012.02.21,NA
2460,2012.02.22,NA
2461,2012.02.23,NA
2462,2012.02.24,NA
2463,2012.02.25,NA
2464,2012.02.26,Matt Melvin
2465,2012.02.27,Kris Wilson
2466,2012.02.28,Rob DenBleyker
2467,2012.02.29,Dave McElfatrick
2468,2012.03.01,Kris Wilson
2469,2012.03.02,Rob DenBleyker
2470,2012.03.03,Dave McElfatrick
2471,2012.03.04,Matt Melvin
2472,2012.03.05,Matt Melvin
2473,2012.03.06,Kris Wilson
2474,2012.03.07,Rob DenBleyker
2475,2012.03.08,Dave McElfatrick
2476,2012.03.09,Rob DenBleyker
2477,2012.03.10,Kris Wilson
2478,2012.03.11,Rob DenBleyker
2479,2012.03.13,Dave McElfatrick
2480,2012.03.12,Matt Melvin
2481,2012.03.14,Rob DenBleyker
2482,2012.03.15,Kris Wilson
2483,2012.03.16,Dave McElfatrick
2484,2012.03.17,Matt Melvin
2485,2012.03.18,Kris Wilson
2486,2012.03.19,Rob DenBleyker
2487,2012.03.20,Dave McElfatrick
2488,2012.03.21,Kris Wilson
2489,2012.03.22,Rob DenBleyker
2490,2012.03.23,Matt Melvin
2491,2012.03.24,Dave McElfatrick
2492,2012.03.25,Kris Wilson
2493,2012.03.26,Rob DenBleyker
2494,2012.03.27,Matt Melvin
2495,2012.03.28,Rob DenBleyker
2496,2012.03.29,Dave McElfatrick
2497,2012.03.31,Rob DenBleyker
2498,2012.03.30,Kris Wilson
2499,2012.04.01,Dave McElfatrick
2500,2012.04.02,Rob DenBleyker
2501,2012.04.04,Matt Melvin
2502,2012.04.03,Kris Wilson
2503,2012.04.05,Rob DenBleyker
2504,2012.04.06,Dave McElfatrick
2505,2012.04.07,Rob DenBleyker
2506,2012.04.08,Kris Wilson
2507,2012.04.09,Dave McElfatrick
2508,2012.04.10,Rob DenBleyker
2509,2012.04.11,Matt Melvin
2510,2012.04.12,Kris Wilson
2511,2012.04.13,Dave McElfatrick
2512,2012.04.14,Rob DenBleyker
2513,2012.04.15,Rob DenBleyker
2514,2012.04.16,Rob DenBleyker
2515,2012.04.17,Matt Melvin
2516,2012.04.18,Kris Wilson
2517,2012.04.19,Dave McElfatrick
2518,2012.04.20,Kris Wilson
2519,2012.04.21,Rob DenBleyker
2520,2012.04.22,Dave McElfatrick
2521,2012.04.23,Matt Melvin
2522,2012.04.24,Kris Wilson
2523,2012.04.25,Rob DenBleyker
2524,2012.04.26,Matt Melvin
2525,2012.04.27,Dave McElfatrick
2526,2012.04.28,Rob DenBleyker
2527,2012.04.29,Kris Wilson
2528,2012.04.30,Dave McElfatrick
2529,2012.05.01,Kris Wilson
2530,2012.05.02,Rob DenBleyker
2531,2012.05.03,Matt Melvin
2532,2012.05.04,Dave McElfatrick
2533,2012.05.05,Kris Wilson
2534,2012.05.06,Rob DenBleyker
2535,2012.05.07,Dave McElfatrick
2536,2012.05.08,Matt Melvin
2537,2012.05.09,Rob DenBleyker
2538,2012.05.10,Kris Wilson
2539,2012.05.11,Dave McElfatrick
2540,2012.05.12,Dave McElfatrick
2541,2012.05.13,Rob DenBleyker
2542,2012.05.14,Matt Melvin
2543,2012.05.15,Kris Wilson
2544,2012.05.16,Matt Melvin
2545,2012.05.17,Rob DenBleyker
2546,2012.05.18,Dave McElfatrick
2547,2012.05.19,Kris Wilson
2548,2012.05.20,Rob DenBleyker
2549,2012.05.21,Dave McElfatrick
2550,2012.05.22,Matt Melvin
2551,2012.05.23,Kris Wilson
2552,2012.05.24,Rob DenBleyker
2553,2012.05.25,Dave McElfatrick
2554,2012.05.26,Rob DenBleyker
2555,2012.05.27,Kris Wilson
2556,2012.05.28,Dave McElfatrick
2557,2012.05.29,Matt Melvin
2558,2012.05.30,Kris Wilson
2559,2012.05.31,Rob DenBleyker
2560,2012.06.01,Dave McElfatrick
2561,2012.06.02,Matt Melvin
2562,2012.06.03,Kris Wilson
2563,2012.06.04,Rob DenBleyker
2564,2012.06.05,Dave McElfatrick
2565,2012.06.06,Kris Wilson
2566,2012.06.07,Matt Melvin
2567,2012.06.08,Rob DenBleyker
2568,2012.06.09,Dave McElfatrick
2569,2012.06.10,Kris Wilson
2570,2012.06.11,Rob DenBleyker
2571,2012.06.12,Matt Melvin
2572,2012.06.13,Dave McElfatrick
2573,2012.06.14,Kris Wilson
2574,2012.06.15,Rob DenBleyker
2575,2012.06.16,Dave McElfatrick
2576,2012.06.17,Matt Melvin
2577,2012.06.18,Kris Wilson
2578,2012.06.19,Rob DenBleyker
2579,2012.06.20,Dave McElfatrick
2580,2012.06.21,Rob DenBleyker
2581,2012.06.22,Matt Melvin
2582,2012.06.23,Kris Wilson
2583,2012.06.24,Matt Melvin
2584,2012.06.25,Dave McElfatrick
2585,2012.06.26,Rob DenBleyker
2586,2012.06.27,Kris Wilson
2587,2012.06.28,Dave McElfatrick
2588,2012.06.29,Rob DenBleyker
2589,2012.06.30,Kris Wilson
2590,2012.07.01,Matt Melvin
2591,2012.07.02,Dave McElfatrick
2592,2012.07.03,Rob DenBleyker
2593,2012.07.04,Kris Wilson
2594,2012.07.05,Dave McElfatrick
2595,2012.07.06,Matt Melvin
2596,2012.07.07,Rob DenBleyker
2597,2012.07.08,Kris Wilson
2598,2012.07.09,Dave McElfatrick
2599,2012.07.10,Rob DenBleyker
2600,2012.07.11,Kris Wilson
2601,2012.07.12,Dave McElfatrick
2602,2012.07.14,Matt Melvin
2603,2012.07.13,Rob DenBleyker
2604,2012.07.15,Rob DenBleyker
2605,2012.07.16,Kris Wilson
2606,2012.07.17,Dave McElfatrick
2607,2012.07.18,NA
2608,2012.07.19,Rob DenBleyker
2609,2012.07.20,Matt Melvin
2610,2012.07.21,Kris Wilson
2611,2012.07.22,Dave McElfatrick
2612,2012.07.23,Rob DenBleyker
2613,2012.07.25,Dave McElfatrick
2614,2012.07.24,Kris Wilson
2615,2012.07.26,Rob DenBleyker
2616,2012.07.27,Matt Melvin
2617,2012.07.28,Kris Wilson
2618,2012.07.29,Dave McElfatrick
2619,2012.07.30,Matt Melvin
2620,2012.07.31,Rob DenBleyker
2621,2012.08.01,Kris Wilson
2622,2012.08.02,Dave McElfatrick
2623,2012.08.03,Rob DenBleyker
2624,2012.08.04,Matt Melvin
2625,2012.08.05,Kris Wilson
2626,2012.08.06,Rob DenBleyker
2627,2012.08.07,Dave McElfatrick
2628,2012.08.08,Kris Wilson
2629,2012.08.09,Rob DenBleyker
2630,2012.08.10,Dave McElfatrick
2631,2012.08.11,Matt Melvin
2632,2012.08.12,NA
2633,2012.08.13,Kris Wilson
2634,2012.08.14,Rob DenBleyker
2635,2012.08.15,Dave McElfatrick
2636,2012.08.16,Matt Melvin
2637,2012.08.17,Kris Wilson
2638,2012.08.18,Matt Melvin
2639,2012.08.19,Rob DenBleyker
2640,2012.08.20,Dave McElfatrick
2641,2012.08.21,Kris Wilson
2642,2012.08.22,Matt Melvin
2643,2012.08.23,Dave McElfatrick
2644,2012.08.24,Rob DenBleyker
2645,2012.08.25,Kris Wilson
2646,2012.08.26,Dave McElfatrick
2647,2012.08.27,Kris Wilson
2648,2012.08.28,Matt Melvin
2649,2012.08.29,Matt Melvin
2650,2012.08.30,Dave McElfatrick
2651,2012.08.31,Rob DenBleyker
2652,2012.09.01,Kris Wilson
2653,2012.09.02,Rob DenBleyker
2654,2012.09.03,Dave McElfatrick
2655,2012.09.04,Kris Wilson
2656,2012.09.05,Matt Melvin
2657,2012.09.06,Rob DenBleyker
2658,2012.09.07,Dave McElfatrick
2659,2012.09.08,Kris Wilson
2660,2012.09.09,Matt Melvin
2661,2012.09.10,Rob DenBleyker
2662,2012.09.11,Matt Melvin
2663,2012.09.12,Dave McElfatrick
2664,2012.09.13,Matt Melvin
2665,2012.09.14,Kris Wilson
2666,2012.09.15,Rob DenBleyker
2667,2012.09.16,Dave McElfatrick
2668,2012.09.17,Kris Wilson
2669,2012.09.18,Rob DenBleyker
2670,2012.09.19,Dave McElfatrick
2671,2012.09.20,Matt Melvin
2672,2012.09.21,Kris Wilson
2673,2012.09.22,Rob DenBleyker
2674,2012.09.23,Dave McElfatrick
2675,2012.09.24,Kris Wilson
2676,2012.09.25,Rob DenBleyker
2677,2012.09.26,Dave McElfatrick
2678,2012.09.27,Matt Melvin
2679,2012.09.28,Kris Wilson
2680,2012.09.29,Matt Melvin
2681,2012.09.30,Rob DenBleyker
2682,2012.10.01,Dave McElfatrick
2683,2012.10.02,Matt Melvin
2684,2012.10.03,Kris Wilson
2685,2012.10.04,Rob DenBleyker
2686,2012.10.05,Dave McElfatrick
2687,2012.10.06,Kris Wilson
2688,2012.10.07,Rob DenBleyker
2689,2012.10.08,Dave McElfatrick
2690,2012.10.09,Matt Melvin
2691,2012.10.10,Kris Wilson
2692,2012.10.11,Rob DenBleyker
2693,2012.10.12,Dave McElfatrick
2694,2012.10.13,Kris Wilson
2695,2012.10.14,Rob DenBleyker
2696,2012.10.15,Matt Melvin
2697,2012.10.16,Dave McElfatrick
2698,2012.10.17,Rob DenBleyker
2699,2012.10.18,Kris Wilson
2700,2012.10.19,Dave McElfatrick
2701,2012.10.20,Rob DenBleyker
2702,2012.10.21,Matt Melvin
2703,2012.10.22,Kris Wilson
2704,2012.10.23,Dave McElfatrick
2705,2012.10.24,Rob DenBleyker
2706,2012.10.25,Matt Melvin
2707,2012.10.26,Kris Wilson
2708,2012.10.27,Dave McElfatrick
2709,2012.10.28,Kris Wilson
2710,2012.10.29,Matt Melvin
2711,2012.10.30,Rob DenBleyker
2712,2012.10.31,Dave McElfatrick
2713,2012.11.01,Rob DenBleyker
2714,2012.11.02,Kris Wilson
2715,2012.11.03,Dave McElfatrick
2716,2012.11.04,Rob DenBleyker
2717,2012.11.05,Matt Melvin
2718,2012.11.06,Kris Wilson
2719,2012.11.07,Dave McElfatrick
2720,2012.11.08,Rob DenBleyker
2721,2012.11.09,Kris Wilson
2722,2012.11.10,Dave McElfatrick
2723,2012.11.11,Rob DenBleyker
2724,2012.11.12,Matt Melvin
2725,2012.11.13,Kris Wilson
2726,2012.11.14,Dave McElfatrick
2727,2012.11.15,Rob DenBleyker
2728,2012.11.16,Kris Wilson
2729,2012.11.17,Dave McElfatrick
2730,2012.11.18,Rob DenBleyker
2731,2012.11.19,Matt Melvin
2732,2012.11.20,Kris Wilson
2733,2012.11.21,Dave McElfatrick
2734,2012.11.22,Matt Melvin
2735,2012.11.23,Rob DenBleyker
2736,2012.11.24,Kris Wilson
2737,2012.11.25,Dave McElfatrick
2738,2012.11.26,Rob DenBleyker
2739,2012.11.27,Kris Wilson
2740,2012.11.28,Matt Melvin
2741,2012.11.29,Dave McElfatrick
2742,2012.11.30,Rob DenBleyker
2743,2012.12.01,Dave McElfatrick
2744,2012.12.02,Kris Wilson
2745,2012.12.03,Matt Melvin
2746,2012.12.04,Kris Wilson
2747,2012.12.05,Rob DenBleyker
2748,2012.12.06,Dave McElfatrick
2749,2012.12.07,Kris Wilson
2750,2012.12.09,Matt Melvin
2751,2012.12.08,Rob DenBleyker
2752,2012.12.10,Dave McElfatrick
2753,2012.12.11,Kris Wilson
2754,2012.12.12,Matt Melvin
2755,2012.12.13,Kris Wilson
2756,2012.12.14,Rob DenBleyker
2757,2012.12.15,Dave McElfatrick
2758,2012.12.16,Kris Wilson
2759,2012.12.17,Rob DenBleyker
2760,2012.12.18,Dave McElfatrick
2761,2012.12.19,Matt Melvin
2762,2012.12.20,Rob DenBleyker
2763,2012.12.21,Kris Wilson
2764,2012.12.22,Dave McElfatrick
2765,2012.12.23,Rob DenBleyker
2766,2012.12.24,Kris Wilson
2767,2012.12.25,Dave McElfatrick
2768,2012.12.26,Matt Melvin
2769,2012.12.27,Rob DenBleyker
2770,2012.12.28,Kris Wilson
2771,2012.12.29,Dave McElfatrick
2772,2012.12.30,Matt Melvin
2773,2012.12.31,Kris Wilson
2774,2013.01.01,Rob DenBleyker
2775,2013.01.02,Dave McElfatrick
2776,2013.01.03,Kris Wilson
2777,2013.01.04,Rob DenBleyker
2778,2013.01.05,Dave McElfatrick
2779,2013.01.06,Matt Melvin
2780,2013.01.07,Kris Wilson
2781,2013.01.08,Rob DenBleyker
2782,2013.01.09,Dave McElfatrick
2783,2013.01.10,Kris Wilson
2784,2013.01.11,Rob DenBleyker
2785,2013.01.12,Dave McElfatrick
2786,2013.01.13,Matt Melvin
2787,2013.01.14,Kris Wilson
2788,2013.01.15,Rob DenBleyker
2789,2013.01.16,Dave McElfatrick
2790,2013.01.17,Kris Wilson
2791,2013.01.18,Rob DenBleyker
2792,2013.01.19,Dave McElfatrick
2793,2013.01.20,Matt Melvin
2794,2013.01.21,Kris Wilson
2795,2013.01.22,Matt Melvin
2796,2013.01.23,Rob DenBleyker
2797,2013.01.24,Dave McElfatrick
2798,2013.01.25,Kris Wilson
2799,2013.01.26,Rob DenBleyker
2800,2013.01.27,Dave McElfatrick
2801,2013.01.28,Kris Wilson
2802,2013.01.29,Matt Melvin
2803,2013.01.30,Rob DenBleyker
2804,2013.01.31,Dave McElfatrick
2805,2013.02.01,Rob DenBleyker
2806,2013.02.02,Matt Melvin
2807,2013.02.03,Kris Wilson
2808,2013.02.04,Dave McElfatrick
2809,2013.02.05,Kris Wilson
2810,2013.02.06,Matt Melvin
2811,2013.02.07,Rob DenBleyker
2812,2013.02.08,Dave McElfatrick
2813,2013.02.09,Kris Wilson
2814,2013.02.10,Rob DenBleyker
2815,2013.02.11,Dave McElfatrick
2816,2013.02.12,Matt Melvin
2817,2013.02.13,Rob DenBleyker
2818,2013.02.14,Dave McElfatrick
2819,2013.02.16,Kris Wilson
2820,2013.02.17,Kris Wilson
2821,2013.02.18,Dave McElfatrick
2822,2013.02.19,Rob DenBleyker
2823,2013.02.20,Matt Melvin
2824,2013.02.21,Kris Wilson
2825,2013.02.22,Dave McElfatrick
2826,2013.02.23,Rob DenBleyker
2827,2013.02.24,Kris Wilson
2828,2013.02.25,Dave McElfatrick
2829,2013.02.26,Matt Melvin
2830,2013.02.27,Dave McElfatrick
2831,2013.02.28,Rob DenBleyker
2832,2013.03.01,Kris Wilson
2833,2013.03.02,Dave McElfatrick
2834,2013.03.03,Rob DenBleyker
2835,2013.03.04,Matt Melvin
2836,2013.03.05,Kris Wilson
2837,2013.03.06,Rob DenBleyker
2838,2013.03.07,Dave McElfatrick
2839,2013.03.08,Kris Wilson
2840,2013.03.09,Matt Melvin
2841,2013.03.10,Rob DenBleyker
2842,2013.03.11,Dave McElfatrick
2843,2013.03.12,Kris Wilson
2844,2013.03.13,Rob DenBleyker
2845,2013.03.14,Dave McElfatrick
2846,2013.03.15,Kris Wilson
2847,2013.03.16,Matt Melvin
2848,2013.03.17,Rob DenBleyker
2849,2013.03.18,Dave McElfatrick
2850,2013.03.19,Kris Wilson
2851,2013.03.20,Matt Melvin
2852,2013.03.21,Rob DenBleyker
2853,2013.03.22,Dave McElfatrick
2854,2013.03.23,Kris Wilson
2855,2013.03.24,Rob DenBleyker
2856,2013.03.25,Dave McElfatrick
2857,2013.03.26,Kris Wilson
2858,2013.03.27,Rob DenBleyker
2859,2013.03.28,Matt Melvin
2860,2013.03.29,Dave McElfatrick
2861,2013.03.30,Kris Wilson
2862,2013.03.31,Rob DenBleyker
2863,2013.04.01,Dave McElfatrick
2864,2013.04.02,Kris Wilson
2865,2013.04.03,Matt Melvin
2866,2013.04.04,Rob DenBleyker
2867,2013.04.05,Dave McElfatrick
2868,2013.04.06,Kris Wilson
2869,2013.04.07,Matt Melvin
2870,2013.04.08,Rob DenBleyker
2871,2013.04.09,Dave McElfatrick
2872,2013.04.10,Kris Wilson
2873,2013.04.11,Rob DenBleyker
2874,2013.04.12,Dave McElfatrick
2875,2013.04.13,Kris Wilson
2876,2013.04.14,Matt Melvin
2877,2013.04.15,Rob DenBleyker
2878,2013.04.16,Dave McElfatrick
2879,2013.04.17,Kris Wilson
2880,2013.04.18,Rob DenBleyker
2881,2013.04.19,Dave McElfatrick
2882,2013.04.20,Matt Melvin
2883,2013.04.21,Kris Wilson
2884,2013.04.22,Rob DenBleyker
2885,2013.04.23,Dave McElfatrick
2886,2013.04.24,Kris Wilson
2887,2013.04.25,Rob DenBleyker
2888,2013.04.26,Rob DenBleyker
2889,2013.04.27,Dave McElfatrick
2890,2013.04.28,Matt Melvin
2891,2013.04.29,Kris Wilson
2892,2013.04.30,Rob DenBleyker
2893,2013.05.01,Dave McElfatrick
2894,2013.05.02,Kris Wilson
2895,2013.05.03,Rob DenBleyker
2896,2013.05.04,Dave McElfatrick
2897,2013.05.05,Matt Melvin
2898,2013.05.06,Kris Wilson
2899,2013.05.07,Rob DenBleyker
2900,2013.05.08,Dave McElfatrick
2901,2013.05.09,Kris Wilson
2902,2013.05.10,Rob DenBleyker
2903,2013.05.11,Dave McElfatrick
2904,2013.05.12,Matt Melvin
2905,2013.05.13,Kris Wilson
2906,2013.05.14,Rob DenBleyker
2907,2013.05.15,Dave McElfatrick
2908,2013.05.16,Kris Wilson
2909,2013.05.17,Rob DenBleyker
2910,2013.05.18,Dave McElfatrick
2911,2013.05.19,Matt Melvin
2912,2013.05.20,Kris Wilson
2913,2013.05.21,Rob DenBleyker
2914,2013.05.22,Dave McElfatrick
2915,2013.05.23,Matt Melvin
2916,2013.05.24,Kris Wilson
2917,2013.05.25,Rob DenBleyker
2918,2013.05.26,Dave McElfatrick
2919,2013.05.27,Kris Wilson
2920,2013.05.28,Rob DenBleyker
2921,2013.05.29,Dave McElfatrick
2922,2013.05.30,Matt Melvin
2923,2013.05.31,Kris Wilson
2924,2013.06.01,Rob DenBleyker
2925,2013.06.02,Dave McElfatrick
2926,2013.06.03,Kris Wilson
2927,2013.06.04,Rob DenBleyker
2928,2013.06.05,Dave McElfatrick
2929,2013.06.06,Matt Melvin
2930,2013.06.07,Rob DenBleyker
2931,2013.06.08,Kris Wilson
2932,2013.06.09,Dave McElfatrick
2933,2013.06.10,Rob DenBleyker
2934,2013.06.11,Kris Wilson
2935,2013.06.12,Dave McElfatrick
2936,2013.06.13,Matt Melvin
2937,2013.06.14,Rob DenBleyker
2938,2013.06.15,Kris Wilson
2939,2013.06.16,Dave McElfatrick
2940,2013.06.17,Rob DenBleyker
2941,2013.06.18,Kris Wilson
2942,2013.06.19,Dave McElfatrick
2943,2013.06.20,Matt Melvin
2944,2013.06.21,Rob DenBleyker
2945,2013.06.22,Kris Wilson
2946,2013.06.23,Dave McElfatrick
2947,2013.06.24,Rob DenBleyker
2948,2013.06.25,Kris Wilson
2949,2013.06.26,Dave McElfatrick
2950,2013.06.27,Matt Melvin
2951,2013.06.28,Rob DenBleyker
