num,dat,guy
0750,2007.05.12,Rob DenBleyker
0751,2007.05.13,Dave McElfatrick
0752,2007.05.14,Kris Wilson
0753,2007.05.15,Matt Melvin
0754,2007.05.16,Dave McElfatrick
0755,2007.05.17,Rob DenBleyker
0756,2007.05.18,Kris Wilson
0757,2007.05.19,Matt Melvin
0758,2007.05.20,Dave McElfatrick
0759,2007.05.21,Rob DenBleyker
0760,2007.05.22,Kris Wilson
0761,2007.05.23,Matt Melvin
0762,2007.05.29,Dave McElfatrick
0763,2007.05.30,Rob DenBleyker
0764,2007.05.31,Rob DenBleyker
0765,2007.06.01,Kris Wilson
0766,2007.06.02,Kris Wilson
0767,2007.06.03,Matt Melvin
0768,2007.06.04,Dave McElfatrick
0769,2007.06.05,Rob DenBleyker
0770,2007.06.06,Matt Melvin
0771,2007.06.07,Kris Wilson
0772,2007.06.08,Dave McElfatrick
0773,2007.06.09,Matt Melvin
0774,2007.06.10,Rob DenBleyker
0775,2007.06.11,Kris Wilson
0776,2007.06.12,Dave McElfatrick
0777,2007.06.13,Matt Melvin
0778,2007.06.14,Rob DenBleyker
0779,2007.06.17,Matt Melvin
0780,2007.06.19,Rob DenBleyker
0781,2007.06.20,Dave McElfatrick
0782,2007.06.18,Kris Wilson
0783,2007.06.21,Matt Melvin
0784,2007.06.22,Kris Wilson
0785,2007.06.24,Kris Wilson
0786,2007.06.25,Dave McElfatrick
0787,2007.06.23,Rob DenBleyker
0788,2007.06.26,Matt Melvin
0789,2007.06.27,Kris Wilson
0790,2007.06.29,Matt Melvin
0791,2007.06.28,Rob DenBleyker
0792,2007.06.30,Dave McElfatrick
0793,2007.07.01,Kris Wilson
0794,2007.07.02,Rob DenBleyker
0795,2007.07.03,Matt Melvin
0796,2007.07.05,Dave McElfatrick
0797,2007.07.06,Rob DenBleyker
0798,2007.07.07,Matt Melvin
0799,2007.07.08,Kris Wilson
0800,2007.07.11,Dave McElfatrick
0801,2007.07.09,Rob DenBleyker
0802,2007.07.13,Matt Melvin
0803,2007.07.16,Matt Melvin
0804,2007.07.10,Matt Melvin
0805,2007.07.12,Rob DenBleyker
0806,2007.07.15,Rob DenBleyker
0807,2007.07.14,Kris Wilson
0808,2007.07.18,Rob DenBleyker
0809,2007.07.19,Dave McElfatrick
0810,2007.07.21,Rob DenBleyker
0811,2007.07.22,Matt Melvin
0812,2007.07.24,Rob DenBleyker
0813,2007.07.26,Rob DenBleyker
0814,2007.07.25,Dave McElfatrick
0815,2007.07.27,NA
0816,2007.07.29,NA
0817,2007.07.31,NA
0818,2007.07.23,Kris Wilson
0819,2007.07.28,NA
0820,2007.07.30,NA
0821,2007.08.01,NA
0822,2007.08.02,Kris Wilson
0823,2007.08.03,Matt Melvin
0824,2007.08.04,Rob DenBleyker
0825,2007.08.05,Kris Wilson
0826,2007.08.06,Rob DenBleyker
0827,2007.08.07,Dave McElfatrick
0828,2007.08.08,Matt Melvin
0829,2007.08.09,NA
0830,2007.08.10,Rob DenBleyker
0831,2007.08.12,Matt Melvin
0832,2007.08.11,Dave McElfatrick
0833,2007.08.13,Rob DenBleyker
0834,2007.08.16,Matt Melvin
0835,2007.08.14,Kris Wilson
0836,2007.08.15,Dave McElfatrick
0837,2007.08.17,Rob DenBleyker
0838,2007.08.18,Kris Wilson
0839,2007.08.19,Kris Wilson
0840,2007.08.21,Rob DenBleyker
0841,2007.08.20,Dave McElfatrick
0842,2007.08.22,Matt Melvin
0843,2007.08.25,Dave McElfatrick
0844,2007.08.24,Rob DenBleyker
0845,2007.08.26,Kris Wilson
0846,2007.08.27,Rob DenBleyker
0847,2007.08.28,Matt Melvin
0848,2007.08.29,Rob DenBleyker
0849,2007.08.30,Matt Melvin
0850,2007.08.31,Dave McElfatrick
0851,2007.09.01,Rob DenBleyker
0852,2007.09.02,Dave McElfatrick
0853,2007.09.03,Rob DenBleyker
0854,2007.09.04,Matt Melvin
0855,2007.09.05,Rob DenBleyker
0856,2007.09.06,Dave McElfatrick
0857,2007.09.07,Matt Melvin
0858,2007.09.08,Rob DenBleyker
0859,2007.09.09,Kris Wilson
0860,2007.09.10,Dave McElfatrick
0861,2007.09.11,Kris Wilson
0862,2007.09.13,Dave McElfatrick
0863,2007.09.14,Rob DenBleyker
0864,2007.09.15,Kris Wilson
0865,2007.09.16,Dave McElfatrick
0866,2007.09.17,Rob DenBleyker
0867,2007.09.18,Matt Melvin
0868,2007.09.19,Kris Wilson
0869,2007.09.20,Dave McElfatrick
0870,2007.09.21,Rob DenBleyker
0871,2007.09.22,Rob DenBleyker
0872,2007.09.23,Kris Wilson
0873,2007.09.24,Dave McElfatrick
0874,2007.09.25,Kris Wilson
0875,2007.09.26,Rob DenBleyker
0876,2007.09.27,Dave McElfatrick
0877,2007.09.28,Kris Wilson
0878,2007.09.29,Rob DenBleyker
0879,2007.09.30,Matt Melvin
0880,2007.10.01,Dave McElfatrick
0881,2007.10.02,Rob DenBleyker
0882,2007.10.03,Kris Wilson
0883,2007.10.04,Dave McElfatrick
0884,2007.10.05,Rob DenBleyker
0885,2007.10.06,Kris Wilson
0886,2007.10.07,Dave McElfatrick
0887,2007.10.08,Rob DenBleyker
0888,2007.10.10,Rob DenBleyker
0889,2007.10.09,Kris Wilson
0890,2007.10.11,Dave McElfatrick
0891,2007.10.12,Kris Wilson
0892,2007.10.13,Rob DenBleyker
0893,2007.10.14,Dave McElfatrick
0894,2007.10.15,Kris Wilson
0895,2007.10.16,Rob DenBleyker
0896,2007.10.17,Dave McElfatrick
0897,2007.10.18,Kris Wilson
0898,2007.10.19,Matt Melvin
0899,2007.10.20,Rob DenBleyker
0900,2007.10.21,Dave McElfatrick
0901,2007.10.22,Kris Wilson
0902,2007.10.23,Rob DenBleyker
0903,2007.10.24,Dave McElfatrick
0904,2007.10.25,Kris Wilson
0905,2007.10.26,Rob DenBleyker
0906,2007.10.27,Dave McElfatrick
0907,2007.10.28,Matt Melvin
0908,2007.10.29,Kris Wilson
0909,2007.10.30,Kris Wilson
0910,2007.10.31,Rob DenBleyker
0911,2007.11.01,Dave McElfatrick
0912,2007.11.02,Kris Wilson
0913,2007.11.03,Rob DenBleyker
0914,2007.11.04,Dave McElfatrick
0915,2007.11.05,Kris Wilson
0916,2007.11.06,Rob DenBleyker
0917,2007.11.07,Dave McElfatrick
0918,2007.11.08,Kris Wilson
0919,2007.11.09,Rob DenBleyker
0920,2007.11.10,Dave McElfatrick
0921,2007.11.11,Kris Wilson
0922,2007.11.12,Rob DenBleyker
0923,2007.11.13,Dave McElfatrick
0924,2007.11.15,Rob DenBleyker
0925,2007.11.14,Kris Wilson
0926,2007.11.18,Kris Wilson
0927,2007.11.17,Dave McElfatrick
0928,2007.11.19,Rob DenBleyker
0929,2007.11.20,Dave McElfatrick
0930,2007.11.21,Kris Wilson
0931,2007.11.22,Rob DenBleyker
0932,2007.11.23,Dave McElfatrick
0933,2007.11.24,Rob DenBleyker
0934,2007.11.25,Kris Wilson
0935,2007.11.26,Matt Melvin
0936,2007.11.27,Dave McElfatrick
0937,2007.11.28,Kris Wilson
0938,2007.11.29,Rob DenBleyker
0939,2007.11.30,Dave McElfatrick
0940,2007.12.01,Kris Wilson
0941,2007.12.02,Rob DenBleyker
0942,2007.12.03,Dave McElfatrick
0943,2007.12.04,Matt Melvin
0944,2007.12.05,Rob DenBleyker
0945,2007.12.07,Dave McElfatrick
0946,2007.12.06,Kris Wilson
0947,2007.12.08,Kris Wilson
0948,2007.12.09,Rob DenBleyker
0949,2007.12.10,Dave McElfatrick
0950,2007.12.11,Kris Wilson
0951,2007.12.12,Rob DenBleyker
0952,2007.12.13,Dave McElfatrick
0953,2007.12.14,Matt Melvin
0954,2007.12.15,Kris Wilson
0955,2007.12.16,Kris Wilson
0956,2007.12.17,Dave McElfatrick
0957,2007.12.18,Rob DenBleyker
0958,2007.12.19,Rob DenBleyker
0959,2007.12.20,Dave McElfatrick
0960,2007.12.21,Kris Wilson
0961,2007.12.22,Kris Wilson
0962,2007.12.23,Dave McElfatrick
0963,2007.12.24,Rob DenBleyker
0964,2007.12.25,Rob DenBleyker
0965,2007.12.26,Dave McElfatrick
0966,2007.12.27,Matt Melvin
0967,2007.12.28,Rob DenBleyker
0968,2007.12.29,Kris Wilson
0969,2007.12.30,Dave McElfatrick
0970,2008.01.01,Rob DenBleyker
0971,2008.01.02,Dave McElfatrick
0972,2008.01.03,Kris Wilson
0973,2008.01.04,Rob DenBleyker
0974,2008.01.05,Dave McElfatrick
0975,2008.01.06,Kris Wilson
0976,2008.01.07,Rob DenBleyker
0977,2008.01.08,Dave McElfatrick
0978,2008.01.09,Kris Wilson
0979,2008.01.10,Rob DenBleyker
0980,2008.01.11,Dave McElfatrick
0981,2008.01.12,Kris Wilson
0982,2008.01.13,Rob DenBleyker
0983,2008.01.14,Dave McElfatrick
0984,2008.01.15,Rob DenBleyker
0985,2008.01.16,Kris Wilson
0986,2008.01.17,Kris Wilson
0987,2008.01.18,Dave McElfatrick
0988,2008.01.20,Dave McElfatrick
0989,2008.01.21,Rob DenBleyker
0990,2008.01.22,Kris Wilson
0991,2008.01.23,Dave McElfatrick
0992,2008.01.24,Rob DenBleyker
0993,2008.01.25,Kris Wilson
0994,2008.01.27,Dave McElfatrick
0995,2008.01.28,Matt Melvin
0996,2008.01.29,Rob DenBleyker
0997,2008.01.31,Dave McElfatrick
0998,2008.01.30,Kris Wilson
0999,2008.02.01,NA
1000,2008.02.02,NA
1001,2008.02.03,NA
1002,2008.02.04,NA
1003,2008.02.06,NA
1004,2008.02.05,NA
1005,2008.02.07,NA
1006,2008.02.08,Rob DenBleyker
1007,2008.02.09,Kris Wilson
1008,2008.02.10,Dave McElfatrick
1009,2008.02.11,Rob DenBleyker
1010,2008.02.12,Kris Wilson
1011,2008.02.13,Dave McElfatrick
1012,2008.02.14,Kris Wilson
1013,2008.02.15,Rob DenBleyker
1014,2008.02.16,Dave McElfatrick
1015,2008.02.17,Rob DenBleyker
1016,2008.02.18,Kris Wilson
1017,2008.02.19,Rob DenBleyker
1018,2008.02.20,Kris Wilson
1019,2008.02.21,Matt Melvin
1020,2008.02.22,Rob DenBleyker
1021,2008.02.23,Dave McElfatrick
1022,2008.02.24,Kris Wilson
1023,2008.02.25,Rob DenBleyker
1024,2008.02.26,Dave McElfatrick
1025,2008.02.27,Matt Melvin
1026,2008.02.28,Dave McElfatrick
1027,2008.02.29,Rob DenBleyker
1028,2008.03.01,Kris Wilson
1029,2008.03.02,Dave McElfatrick
1030,2008.03.03,Kris Wilson
1031,2008.03.04,Rob DenBleyker
1032,2008.03.05,Dave McElfatrick
1033,2008.03.06,Matt Melvin
1034,2008.03.07,Kris Wilson
1035,2008.03.08,Rob DenBleyker
1036,2008.03.09,Rob DenBleyker
1037,2008.03.10,Dave McElfatrick
1038,2008.03.11,Kris Wilson
1039,2008.03.12,Dave McElfatrick
1040,2008.03.13,Rob DenBleyker
1041,2008.03.14,Kris Wilson
1042,2008.03.15,Dave McElfatrick
1043,2008.03.16,Rob DenBleyker
1044,2008.03.17,Dave McElfatrick
1045,2008.03.18,Kris Wilson
1046,2008.03.19,Matt Melvin
1047,2008.03.20,Rob DenBleyker
1048,2008.03.21,Dave McElfatrick
1049,2008.03.22,Kris Wilson
1050,2008.03.23,Kris Wilson
1051,2008.03.24,Dave McElfatrick
1052,2008.03.25,Matt Melvin
1053,2008.03.26,Rob DenBleyker
1054,2008.03.29,Dave McElfatrick
1055,2008.03.28,Kris Wilson
1056,2008.04.02,Kris Wilson
1057,2008.04.06,Kris Wilson
1058,2008.03.30,Kris Wilson
1059,2008.03.31,Rob DenBleyker
1060,2008.04.01,Dave McElfatrick
1061,2008.04.03,Rob DenBleyker
1062,2008.04.04,Dave McElfatrick
1063,2008.04.05,Rob DenBleyker
1064,2008.04.07,Dave McElfatrick
1065,2008.04.08,Rob DenBleyker
1066,2008.04.09,Matt Melvin
1067,2008.04.10,Rob DenBleyker
1068,2008.04.11,Dave McElfatrick
1069,2008.04.12,Matt Melvin
1070,2008.04.13,Rob DenBleyker
1071,2008.04.14,Dave McElfatrick
1072,2008.04.15,Matt Melvin
1073,2008.04.16,Kris Wilson
1074,2008.04.17,Matt Melvin
1075,2008.04.18,Rob DenBleyker
1076,2008.04.20,Dave McElfatrick
1077,2008.04.21,Matt Melvin
1078,2008.04.22,Rob DenBleyker
1079,2008.04.25,Matt Melvin
1080,2008.04.26,Rob DenBleyker
1081,2008.04.24,Dave McElfatrick
1082,2008.04.27,Kris Wilson
1083,2008.04.23,Kris Wilson
1084,2008.04.19,Kris Wilson
1085,2008.04.28,Dave McElfatrick
1086,2008.04.29,Kris Wilson
1087,2008.04.30,Rob DenBleyker
1088,2008.05.01,Dave McElfatrick
1089,2008.05.02,Matt Melvin
1090,2008.05.03,Rob DenBleyker
1091,2008.05.04,Kris Wilson
1092,2008.05.05,Dave McElfatrick
1093,2008.05.06,Rob DenBleyker
1094,2008.05.08,Dave McElfatrick
1095,2008.05.09,Matt Melvin
1096,2008.05.07,Kris Wilson
1097,2008.05.10,Rob DenBleyker
1098,2008.05.11,Kris Wilson
1099,2008.05.12,Dave McElfatrick
1100,2008.05.13,Matt Melvin
1101,2008.05.14,Rob DenBleyker
1102,2008.05.15,Kris Wilson
1103,2008.05.17,Dave McElfatrick
1104,2008.05.16,Matt Melvin
1105,2008.05.18,Dave McElfatrick
1106,2008.05.19,Rob DenBleyker
1107,2008.05.21,Kris Wilson
1108,2008.05.22,Rob DenBleyker
1109,2008.05.23,Rob DenBleyker
1110,2008.05.24,Kris Wilson
1111,2008.05.26,Rob DenBleyker
1112,2008.05.25,Matt Melvin
1113,2008.05.27,Dave McElfatrick
1114,2008.05.29,Rob DenBleyker
1115,2008.05.28,Kris Wilson
1116,2008.05.31,Dave McElfatrick
1117,2008.06.01,Rob DenBleyker
1118,2008.06.02,Kris Wilson
1119,2008.06.08,Rob DenBleyker
1120,2008.06.04,Matt Melvin
1121,2008.05.30,Kris Wilson
1122,2008.06.03,Rob DenBleyker
1123,2008.06.05,Dave McElfatrick
1124,2008.06.06,Matt Melvin
1125,2008.06.07,Kris Wilson
1126,2008.06.10,Rob DenBleyker
1127,2008.06.11,Kris Wilson
1128,2008.06.12,Dave McElfatrick
1129,2008.06.14,Rob DenBleyker
1130,2008.06.13,Matt Melvin
1131,2008.06.15,Kris Wilson
1132,2008.06.16,Rob DenBleyker
1133,2008.06.17,Rob DenBleyker
1134,2008.06.18,Kris Wilson
1135,2008.06.19,Matt Melvin
1136,2008.06.20,Rob DenBleyker
1137,2008.06.21,Dave McElfatrick
1138,2008.06.22,Kris Wilson
1139,2008.06.23,Matt Melvin
1140,2008.06.24,Rob DenBleyker
1141,2008.06.25,Dave McElfatrick
1142,2008.06.27,Rob DenBleyker
1143,2008.06.29,Rob DenBleyker
1144,2008.06.26,Kris Wilson
1145,2008.06.28,Matt Melvin
1146,2008.06.30,Kris Wilson
1147,2008.07.01,Rob DenBleyker
1148,2008.07.02,Dave McElfatrick
1149,2008.07.03,Matt Melvin
1150,2008.07.05,Rob DenBleyker
1151,2008.07.06,Rob DenBleyker
1152,2008.07.04,Kris Wilson
1153,2008.07.07,Dave McElfatrick
1154,2008.07.08,Kris Wilson
1155,2008.07.09,Matt Melvin
1156,2008.07.10,Dave McElfatrick
1157,2008.07.11,Kris Wilson
1158,2008.07.12,Matt Melvin
1159,2008.07.13,Rob DenBleyker
1160,2008.07.15,Dave McElfatrick
1161,2008.07.16,Matt Melvin
1162,2008.07.19,Matt Melvin
1163,2008.07.22,Matt Melvin
1164,2008.07.18,Rob DenBleyker
1165,2008.07.21,Rob DenBleyker
1166,2008.07.17,Kris Wilson
1167,2008.07.20,Kris Wilson
1168,2008.07.23,Dave McElfatrick
1169,2008.07.24,Kris Wilson
1170,2008.07.25,Rob DenBleyker
1171,2008.07.26,Matt Melvin
1172,2008.07.27,Dave McElfatrick
1173,2008.07.28,Kris Wilson
1174,2008.07.29,Rob DenBleyker
1175,2008.07.30,Matt Melvin
1176,2008.07.31,Kris Wilson
1177,2008.08.01,Dave McElfatrick
1178,2008.08.02,Rob DenBleyker
1179,2008.08.04,Matt Melvin
1180,2008.08.05,Kris Wilson
1181,2008.08.06,Dave McElfatrick
1182,2008.08.07,Rob DenBleyker
1183,2008.08.08,Kris Wilson
1184,2008.08.09,Rob DenBleyker
1185,2008.08.10,Matt Melvin
1186,2008.08.12,Kris Wilson
1187,2008.08.14,Rob DenBleyker
1188,2008.08.15,Dave McElfatrick
1189,2008.08.23,Matt Melvin
1190,2008.08.17,Matt Melvin
1191,2008.08.16,Kris Wilson
1192,2008.08.18,Rob DenBleyker
1193,2008.08.19,Dave McElfatrick
1194,2008.08.20,Rob DenBleyker
1195,2008.08.22,Dave McElfatrick
1196,2008.08.21,Kris Wilson
1197,2008.08.24,Kris Wilson
1198,2008.08.25,Rob DenBleyker
1199,2008.08.26,Dave McElfatrick
1200,2008.08.27,Matt Melvin
1201,2008.08.28,Kris Wilson
1202,2008.08.29,Rob DenBleyker
1203,2008.08.31,Rob DenBleyker
1204,2008.08.30,Dave McElfatrick
1205,2008.09.02,Kris Wilson
1206,2008.09.03,Matt Melvin
1207,2008.09.06,Rob DenBleyker
1208,2008.09.04,Kris Wilson
1209,2008.09.07,Rob DenBleyker
1210,2008.09.05,Dave McElfatrick
1211,2008.09.09,Matt Melvin
1212,2008.09.08,Kris Wilson
1213,2008.09.10,Dave McElfatrick
1214,2008.09.11,Rob DenBleyker
1215,2008.09.12,Kris Wilson
1216,2008.09.13,Matt Melvin
1217,2008.09.15,Rob DenBleyker
1218,2008.09.16,Dave McElfatrick
1219,2008.09.17,NA
1220,2008.09.18,Kris Wilson
1221,2008.09.19,Rob DenBleyker
1222,2008.09.20,Dave McElfatrick
1223,2008.09.21,Matt Melvin
1224,2008.09.22,Rob DenBleyker
1225,2008.09.23,Kris Wilson
1226,2008.09.24,Dave McElfatrick
1227,2008.09.25,Rob DenBleyker
1228,2008.09.26,Kris Wilson
1229,2008.09.27,Matt Melvin
1230,2008.09.28,Dave McElfatrick
1231,2008.09.29,Rob DenBleyker
1232,2008.09.30,Rob DenBleyker
1233,2008.10.01,Kris Wilson
1234,2008.10.02,Matt Melvin
1235,2008.10.03,Dave McElfatrick
1236,2008.10.04,Rob DenBleyker
1237,2008.10.05,Kris Wilson
1238,2008.10.06,Rob DenBleyker
1239,2008.10.07,Dave McElfatrick
1240,2008.10.08,Matt Melvin
1241,2008.10.09,Rob DenBleyker
1242,2008.10.10,Dave McElfatrick
1243,2008.10.11,Kris Wilson
1244,2008.10.12,Rob DenBleyker
1245,2008.10.13,Matt Melvin
1246,2008.10.14,Dave McElfatrick
1247,2008.10.15,Kris Wilson
1248,2008.10.16,Rob DenBleyker
1249,2008.10.17,Kris Wilson
1250,2008.10.18,Dave McElfatrick
1251,2008.10.19,Rob DenBleyker
1252,2008.10.20,Matt Melvin
1253,2008.10.21,Kris Wilson
1254,2008.10.22,Dave McElfatrick
1255,2008.10.23,Rob DenBleyker
1256,2008.10.24,Rob DenBleyker
1257,2008.10.25,Kris Wilson
1258,2008.10.26,Matt Melvin
1259,2008.10.27,Dave McElfatrick
1260,2008.10.28,Rob DenBleyker
1261,2008.10.29,Kris Wilson
1262,2008.10.30,Rob DenBleyker
1263,2008.10.31,Matt Melvin
1264,2008.11.01,Dave McElfatrick
1265,2008.11.02,Matt Melvin
1266,2008.11.03,Rob DenBleyker
1267,2008.11.04,Kris Wilson
1268,2008.11.05,Dave McElfatrick
1269,2008.11.06,Rob DenBleyker
1270,2008.11.07,Matt Melvin
1271,2008.11.08,Kris Wilson
1272,2008.11.09,Dave McElfatrick
1273,2008.11.10,Rob DenBleyker
1274,2008.11.11,Rob DenBleyker
1275,2008.11.12,Kris Wilson
1276,2008.11.13,Matt Melvin
1277,2008.11.14,Dave McElfatrick
1278,2008.11.15,Kris Wilson
1279,2008.11.16,Rob DenBleyker
1280,2008.11.17,Dave McElfatrick
1281,2008.11.18,Rob DenBleyker
1282,2008.11.19,Kris Wilson
1283,2008.11.20,Matt Melvin
1284,2008.11.21,Dave McElfatrick
1285,2008.11.22,Kris Wilson
1286,2008.11.23,Rob DenBleyker
1287,2008.11.24,Dave McElfatrick
1288,2008.11.25,Kris Wilson
1289,2008.11.26,Rob DenBleyker
1290,2008.11.27,Matt Melvin
1291,2008.11.28,Dave McElfatrick
1292,2008.11.29,Rob DenBleyker
1293,2008.11.30,Kris Wilson
1294,2008.12.01,Dave McElfatrick
1295,2008.12.02,Kris Wilson
1296,2008.12.03,Rob DenBleyker
1297,2008.12.04,Matt Melvin
1298,2008.12.05,Dave McElfatrick
1299,2008.12.06,Kris Wilson
1300,2008.12.07,Rob DenBleyker
1301,2008.12.08,Rob DenBleyker
1302,2008.12.09,Kris Wilson
1303,2008.12.10,Dave McElfatrick
1304,2008.12.11,Matt Melvin
1305,2008.12.12,Dave McElfatrick
1306,2008.12.13,Rob DenBleyker
1307,2008.12.14,Kris Wilson
1308,2008.12.15,Rob DenBleyker
1309,2008.12.16,Dave McElfatrick
1310,2008.12.17,Rob DenBleyker
1311,2008.12.18,Dave McElfatrick
1312,2008.12.19,Kris Wilson
1313,2008.12.20,Matt Melvin
1314,2008.12.21,Kris Wilson
1315,2008.12.23,Dave McElfatrick
1316,2008.12.22,Rob DenBleyker
1317,2008.12.24,Rob DenBleyker
1318,2008.12.25,Dave McElfatrick
1319,2008.12.27,Rob DenBleyker
1320,2008.12.26,Matt Melvin
1321,2008.12.29,Dave McElfatrick
1322,2008.12.30,Kris Wilson
1323,2008.12.31,Kris Wilson
1324,2009.01.01,Rob DenBleyker
1325,2009.01.02,Dave McElfatrick
1326,2009.01.03,Kris Wilson
1327,2009.01.04,Matt Melvin
1328,2009.01.05,Rob DenBleyker
1329,2009.01.06,Rob DenBleyker
1330,2009.01.07,Kris Wilson
1331,2009.01.09,Rob DenBleyker
1332,2009.01.08,Dave McElfatrick
1333,2009.01.10,Kris Wilson
1334,2009.01.11,Matt Melvin
1335,2009.01.12,Dave McElfatrick
1336,2009.01.13,Rob DenBleyker
1337,2009.01.14,Kris Wilson
1338,2009.01.15,Rob DenBleyker
1339,2009.01.16,Dave McElfatrick
1340,2009.01.18,Kris Wilson
1341,2009.01.19,Matt Melvin
1342,2009.01.20,Rob DenBleyker
1343,2009.01.21,Dave McElfatrick
1344,2009.01.22,Kris Wilson
1345,2009.01.23,Rob DenBleyker
1346,2009.01.24,Dave McElfatrick
1347,2009.01.25,Kris Wilson
1348,2009.01.26,Matt Melvin
1349,2009.01.27,Rob DenBleyker
1350,2009.01.28,Dave McElfatrick
1351,2009.01.30,Dave McElfatrick
1352,2009.02.02,Dave McElfatrick
1353,2009.01.31,Matt Melvin
1354,2009.01.29,Kris Wilson
1355,2009.02.01,Rob DenBleyker
1356,2009.02.03,Rob DenBleyker
1357,2009.02.04,Kris Wilson
1358,2009.02.05,Rob DenBleyker
1359,2009.02.06,Dave McElfatrick
1360,2009.02.07,Rob DenBleyker
1361,2009.02.08,Dave McElfatrick
1362,2009.02.09,Rob DenBleyker
1363,2009.02.10,Kris Wilson
1364,2009.02.11,Rob DenBleyker
1365,2009.02.12,Dave McElfatrick
1366,2009.02.14,Rob DenBleyker
1367,2009.02.13,Matt Melvin
1368,2009.02.15,Kris Wilson
1369,2009.02.16,Dave McElfatrick
1370,2009.02.17,Rob DenBleyker
1371,2009.02.18,Kris Wilson
1372,2009.02.19,Dave McElfatrick
1373,2009.02.20,Matt Melvin
1374,2009.02.21,Rob DenBleyker
1375,2009.02.22,Kris Wilson
1376,2009.02.23,Dave McElfatrick
1377,2009.02.24,Rob DenBleyker
1378,2009.02.25,Kris Wilson
1379,2009.02.26,Dave McElfatrick
1380,2009.02.27,Matt Melvin
1381,2009.02.28,Rob DenBleyker
1382,2009.03.02,Kris Wilson
1383,2009.03.03,Dave McElfatrick
1384,2009.03.04,Rob DenBleyker
1385,2009.03.05,Kris Wilson
1386,2009.03.06,Dave McElfatrick
1387,2009.03.07,Matt Melvin
1388,2009.03.08,Rob DenBleyker
1389,2009.03.09,Kris Wilson
1390,2009.03.10,Dave McElfatrick
1391,2009.03.11,Rob DenBleyker
1392,2009.03.12,Kris Wilson
1393,2009.03.13,Dave McElfatrick
1394,2009.03.15,Rob DenBleyker
1395,2009.03.14,Matt Melvin
1396,2009.03.16,Kris Wilson
1397,2009.03.17,Dave McElfatrick
1398,2009.03.18,Rob DenBleyker
1399,2009.03.19,Matt Melvin
1400,2009.03.20,Matt Melvin
1401,2009.03.21,Dave McElfatrick
1402,2009.03.22,Matt Melvin
1403,2009.03.23,Dave McElfatrick
1404,2009.03.24,Kris Wilson
1405,2009.03.25,Rob DenBleyker
1406,2009.03.26,Dave McElfatrick
1407,2009.03.27,Rob DenBleyker
1408,2009.03.28,Kris Wilson
1409,2009.03.29,Matt Melvin
1410,2009.03.30,Dave McElfatrick
1411,2009.03.31,Rob DenBleyker
1412,2009.04.01,Kris Wilson
1413,2009.04.02,Rob DenBleyker
1414,2009.04.03,Rob DenBleyker
1415,2009.04.04,Kris Wilson
1416,2009.04.05,Matt Melvin
1417,2009.04.06,Dave McElfatrick
1418,2009.04.07,Rob DenBleyker
1419,2009.04.08,Rob DenBleyker
1420,2009.04.09,Kris Wilson
1421,2009.04.11,Rob DenBleyker
1422,2009.04.10,Dave McElfatrick
1423,2009.04.14,Dave McElfatrick
1424,2009.04.12,Matt Melvin
1425,2009.04.13,Kris Wilson
1426,2009.04.15,Rob DenBleyker
1427,2009.04.16,Rob DenBleyker
1428,2009.04.17,Dave McElfatrick
1429,2009.04.18,Rob DenBleyker
1430,2009.04.20,Matt Melvin
1431,2009.04.19,Kris Wilson
1432,2009.04.21,Dave McElfatrick
1433,2009.04.22,Rob DenBleyker
1434,2009.04.23,Rob DenBleyker
1435,2009.04.24,Dave McElfatrick
1436,2009.04.27,Dave McElfatrick
1437,2009.04.25,Matt Melvin
1438,2009.04.26,Rob DenBleyker
1439,2009.04.28,Rob DenBleyker
1440,2009.04.29,Dave McElfatrick
1441,2009.05.02,Dave McElfatrick
1442,2009.04.30,Matt Melvin
1443,2009.05.01,Rob DenBleyker
1444,2009.05.03,Rob DenBleyker
1445,2009.05.06,Rob DenBleyker
1446,2009.05.04,Kris Wilson
1447,2009.05.07,Dave McElfatrick
1448,2009.05.05,Matt Melvin
1449,2009.05.08,Kris Wilson
1450,2009.05.09,Dave McElfatrick
1451,2009.05.10,Rob DenBleyker
1452,2009.05.11,Kris Wilson
1453,2009.05.12,Matt Melvin
1454,2009.05.13,Dave McElfatrick
1455,2009.05.14,Rob DenBleyker
1456,2009.05.15,Kris Wilson
1457,2009.05.16,Dave McElfatrick
1458,2009.05.17,Rob DenBleyker
1459,2009.05.18,Kris Wilson
1460,2009.05.19,Matt Melvin
1461,2009.05.20,Dave McElfatrick
1462,2009.05.21,Rob DenBleyker
1463,2009.05.22,Kris Wilson
1464,2009.05.24,Dave McElfatrick
1465,2009.05.25,Rob DenBleyker
1466,2009.05.26,Matt Melvin
1467,2009.05.27,Kris Wilson
1468,2009.05.28,Dave McElfatrick
1469,2009.05.29,Rob DenBleyker
1470,2009.05.30,Kris Wilson
1471,2009.05.31,Dave McElfatrick
1472,2009.06.01,Rob DenBleyker
1473,2009.06.02,NA
1474,2009.06.03,Matt Melvin
1475,2009.06.04,Kris Wilson
1476,2009.06.05,Dave McElfatrick
1477,2009.06.06,Rob DenBleyker
1478,2009.06.07,Kris Wilson
1479,2009.06.08,Dave McElfatrick
1480,2009.06.09,Rob DenBleyker
1481,2009.06.13,Rob DenBleyker
1482,2009.06.10,Matt Melvin
1483,2009.06.11,Kris Wilson
1484,2009.06.12,Dave McElfatrick
